Product,Price,Description,Category,Tags,Stock Status,Related Products
Galvantula,£57.00,"When attacked, they create an electric barrier by spitting out many electrically charged threads.","Categories: EleSpider, Pokemon","Tags: Compound Eyes, EleSpider, galvantula",61 in stock,"Pidgeot, Rattata, Pidgey"
Ferroseed,£81.00,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,"Categories: Pokemon, Thorn Seed","Tags: ferroseed, Iron Barbs, Thorn Seed",149 in stock,"Weedle, Fearow, Ivysaur"
Ferrothorn,£182.00,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.","Categories: Pokemon, Thorn Pod","Tags: ferrothorn, Iron Barbs, Thorn Pod",74 in stock,"Ivysaur, Arbok, Pidgeotto"
Klink,£75.00,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,"Categories: Gear, Pokemon","Tags: Gear, klink, Plus",84 in stock,"Spearow, Rattata, Ekans"
Klang,£162.00,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.","Categories: Gear, Pokemon","Tags: Gear, klang, Plus",114 in stock,"Charizard, Weedle, Charmander"
Klinklang,£178.00,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,"Categories: Gear, Pokemon","Tags: Gear, klinklang, Plus",87 in stock,"Pidgey, Ivysaur, Weedle"
Tynamo,£82.00,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.","Categories: EleFish, Pokemon","Tags: EleFish, Levitate, tynamo",46 in stock,"Ivysaur, Charmander, Metapod"
Eelektrik,£198.00,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.","Categories: EleFish, Pokemon","Tags: eelektrik, EleFish, Levitate",150 in stock,"Raticate, Arbok, Kakuna"
Eelektross,£123.00,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,"Categories: EleFish, Pokemon","Tags: eelektross, EleFish, Levitate",111 in stock,"Ekans, Charmeleon, Rattata"
Elgyem,£107.00,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,"Categories: Cerebral, Pokemon","Tags: Cerebral, elgyem, Synchronize",111 in stock,"Wartortle, Squirtle, Charmander"
Beheeyem,£34.00,It uses psychic power to control an opponent’s brain and tamper with its memories.,"Categories: Cerebral, Pokemon","Tags: beheeyem, Cerebral, Synchronize",68 in stock,"Ekans, Kakuna, Rattata"
Litwick,£37.00,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.","Categories: Candle, Pokemon","Tags: Candle, Flash Fire, litwick",76 in stock,"Arbok, Kakuna, Weedle"
Lampent,£157.00,It arrives near the moment of death and steals spirit from the body.,"Categories: Lamp, Pokemon","Tags: Flash Fire, Lamp, lampent",48 in stock,"Metapod, Ekans, Spearow"
Axew,£123.00,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.","Categories: Pokemon, Tusk","Tags: axew, Rivalry, Tusk",142 in stock,"Fearow, Raticate, Pidgeotto"
Fraxure,£64.00,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.","Categories: Axe Jaw, Pokemon","Tags: Axe Jaw, fraxure, Rivalry",234 in stock,"Charmeleon, Wartortle, Raticate"
Haxorus,£135.00,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,"Categories: Axe Jaw, Pokemon","Tags: Axe Jaw, haxorus, Rivalry",239 in stock,"Squirtle, Beedrill, Venusaur"
Cubchoo,£62.00,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.","Categories: Chill, Pokemon","Tags: Chill, cubchoo, Snow Cloak",45 in stock,"Ivysaur, Ekans, Blastoise"
Beartic,£28.00,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,"Categories: Freezing, Pokemon","Tags: beartic, Freezing, Snow Cloak",272 in stock,"Charmeleon, Fearow, Arbok"
Cryogonal,£72.00,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.","Categories: Crystallizing, Pokemon","Tags: cryogonal, Crystallizing, Levitate",203 in stock,"Charmander, Blastoise, Pidgeotto"
Shelmet,£190.00,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,"Categories: Pokemon, Snail","Tags: Hydration, shelmet, Snail",131 in stock,"Ekans, Beedrill, Arbok"
Accelgor,£129.00,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.","Categories: Pokemon, Shell Out","Tags: accelgor, Hydration, Shell Out",124 in stock,"Arbok, Fearow, Venusaur"
Stunfisk,£67.00,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.","Categories: Pokemon, Trap","Tags: Static, stunfisk, Trap",288 in stock,"Beedrill, Charizard, Spearow"
Mienfoo,£197.00,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.","Categories: Martial Arts, Pokemon","Tags: Inner Focus, Martial Arts, mienfoo",82 in stock,"Arbok, Raticate, Pidgeotto"
Mienshao,£50.00,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.","Categories: Martial Arts, Pokemon","Tags: Inner Focus, Martial Arts, mienshao",253 in stock,"Fearow, Wartortle, Caterpie"
Druddigon,£110.00,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.","Categories: Cave, Pokemon","Tags: Cave, druddigon, Rough Skin",266 in stock,"Arbok, Squirtle, Venusaur"
Golett,£89.00,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,"Categories: Automaton, Pokemon","Tags: Automaton, golett, Iron Fist",274 in stock,"Beedrill, Charmander, Raticate"
Golurk,£74.00,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,"Categories: Automaton, Pokemon","Tags: Automaton, golurk, Iron Fist",133 in stock,"Ekans, Ivysaur, Wartortle"
Pawniard,£37.00,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.","Categories: Pokemon, Sharp Blade","Tags: Inner Focus, pawniard, Sharp Blade",58 in stock,"Pidgey, Charizard, Charmander"
Bisharp,£129.00,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,"Categories: Pokemon, Sword Blade","Tags: bisharp, Inner Focus, Sword Blade",255 in stock,"Butterfree, Pidgey, Spearow"
Bouffalant,£59.00,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.","Categories: Bash Buffalo, Pokemon","Tags: Bash Buffalo, bouffalant, Reckless",201 in stock,"Blastoise, Ivysaur, Weedle"
Rufflet,£60.00,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.","Categories: Eaglet, Pokemon","Tags: Eaglet, Keen Eye, rufflet",194 in stock,"Wartortle, Butterfree, Ekans"
Braviary,£83.00,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,"Categories: Pokemon, Valiant","Tags: braviary, Keen Eye, Valiant",262 in stock,"Fearow, Venusaur, Pidgey"
Vullaby,£61.00,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,"Categories: Diapered, Pokemon","Tags: Big Pecks, Diapered, vullaby",16 in stock,"Kakuna, Pidgeot, Arbok"
Mandibuzz,£89.00,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.","Categories: Bone Vulture, Pokemon","Tags: Big Pecks, Bone Vulture, mandibuzz",296 in stock,"Arbok, Raticate, Spearow"
Heatmor,£81.00,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.","Categories: Anteater, Pokemon","Tags: Anteater, Flash Fire, heatmor",299 in stock,"Weedle, Spearow, Ekans"
Durant,£28.00,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.","Categories: Iron Ant, Pokemon","Tags: durant, Iron Ant, Swarm",272 in stock,"Fearow, Venusaur, Wartortle"
Deino,£63.00,"Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.","Categories: Irate, Pokemon","Tags: deino, Hustle, Irate",40 in stock,"Kakuna, Pidgeot, Butterfree"
Zweilous,£199.00,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.","Categories: Hostile, Pokemon","Tags: Hostile, Hustle, zweilous",69 in stock,"Charmeleon, Ekans, Charmander"
Hydreigon,£86.00,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!","Categories: Brutal, Pokemon","Tags: Brutal, hydreigon, Levitate",299 in stock,"Arbok, Venusaur, Squirtle"
Volcarona,£94.00,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.","Categories: Pokemon, Sun","Tags: Flame Body, sun, volcarona",57 in stock,"Rattata, Ivysaur, Metapod"
Cobalion,£111.00,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,"Categories: Iron Will, Pokemon","Tags: cobalion, Iron Will, Justified",94 in stock,"Caterpie, Metapod, Raticate"
Terrakion,£87.00,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.","Categories: Cavern, Pokemon","Tags: Cavern, Justified, terrakion",136 in stock,"Pidgeot, Charmander, Spearow"
Virizion,£156.00,Legends say this Pokémon confounded opponents with its swift movements.,"Categories: Grassland, Pokemon","Tags: Grassland, Justified, virizion",161 in stock,"Charmeleon, Kakuna, Rattata"
Reshiram,£147.00,"When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.","Categories: Pokemon, Vast White","Tags: reshiram, Turboblaze, Vast White",235 in stock,"Ekans, Butterfree, Squirtle"
Zekrom,£135.00,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.","Categories: Deep Black, Pokemon","Tags: Deep Black, Teravolt, zekrom",253 in stock,"Ivysaur, Weedle, Rattata"
Genesect,£173.00,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,"Categories: Paleozoic, Pokemon","Tags: Download, genesect, Paleozoic",30 in stock,"Beedrill, Pidgeotto, Charmeleon"
Chespin,£185.00,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,"Categories: Pokemon, Spiny Nut","Tags: chespin, Overgrow, Spiny Nut",267 in stock,"Kakuna, Weedle, Blastoise"
Quilladin,£161.00,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,"Categories: Pokemon, Spiny Armor","Tags: Overgrow, quilladin, Spiny Armor",61 in stock,"Metapod, Pidgeotto, Blastoise"
Chesnaught,£96.00,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.","Categories: Pokemon, Spiny Armor","Tags: chesnaught, Overgrow, Spiny Armor",145 in stock,"Spearow, Arbok, Raticate"
Fennekin,£123.00,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.","Categories: Fox, Pokemon","Tags: Blaze, fennekin, Fox",183 in stock,"Weedle, Rattata, Squirtle"
Braixen,£59.00,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.","Categories: Fox, Pokemon","Tags: Blaze, braixen, Fox",71 in stock,"Pidgey, Ekans, Arbok"
Delphox,£170.00,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.","Categories: Fox, Pokemon","Tags: Blaze, delphox, Fox",146 in stock,"Ivysaur, Spearow, Metapod"
Froakie,£38.00,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.","Categories: Bubble Frog, Pokemon","Tags: Bubble Frog, froakie, Torrent",143 in stock,"Kakuna, Caterpie, Pidgeotto"
Frogadier,£125.00,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.","Categories: Bubble Frog, Pokemon","Tags: Bubble Frog, frogadier, Torrent",58 in stock,"Pidgeotto, Kakuna, Arbok"
Greninja,£42.00,"It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.","Categories: Ninja, Pokemon","Tags: greninja, Ninja, Torrent",213 in stock,"Charmeleon, Raticate, Beedrill"
Bunnelby,£66.00,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,"Categories: Digging, Pokemon","Tags: bunnelby, Digging, Pickup",194 in stock,"Pidgeotto, Metapod, Blastoise"
Fletchling,£43.00,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.","Categories: Pokemon, Tiny Robin","Tags: Big Pecks, fletchling, Tiny Robin",127 in stock,"Caterpie, Fearow, Venusaur"
Fletchinder,£147.00,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.","Categories: Ember, Pokemon","Tags: Ember, Flame Body, fletchinder",36 in stock,"Butterfree, Pidgeotto, Arbok"
Talonflame,£84.00,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.","Categories: Pokemon, Scorching","Tags: Flame Body, Scorching, talonflame",205 in stock,"Rattata, Charizard, Pidgeotto"
Scatterbug,£40.00,"The powder that covers its body regulates its temperature, so it can live in any region or climate.","Categories: Pokemon, Scatterdust","Tags: scatterbug, Scatterdust, Shield Dust",50 in stock,"Charizard, Arbok, Metapod"
Spewpa,£155.00,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.","Categories: Pokemon, Scatterdust","Tags: Scatterdust, Shed Skin, spewpa",168 in stock,"Blastoise, Spearow, Ivysaur"
Vivillon,£177.00,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,"Categories: Pokemon, Scale","Tags: Scale, Shield Dust, vivillon",208 in stock,"Weedle, Raticate, Charizard"
Litleo,£34.00,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,"Categories: Lion Cub, Pokemon","Tags: Lion Cub, litleo, Rivalry",288 in stock,"Caterpie, Pidgeot, Arbok"
Pyroar,£127.00,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.","Categories: Pokemon, Royal","Tags: pyroar, Rivalry, Royal",38 in stock,"Beedrill, Butterfree, Rattata"
Flabebe,£79.00,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.","Categories: Pokemon, Single Bloom","Tags: flabebe, Flower Veil, Single Bloom",24 in stock,"Wartortle, Spearow, Kakuna"
Floette,£149.00,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.","Categories: Pokemon, Single Bloom","Tags: floette, Flower Veil, Single Bloom",270 in stock,"Rattata, Charizard, Weedle"
Florges,£93.00,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.","Categories: Garden, Pokemon","Tags: florges, Flower Veil, Garden",25 in stock,"Butterfree, Charizard, Charmeleon"
Skiddo,£129.00,"If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.","Categories: Mount, Pokemon","Tags: Mount, Sap Sipper, skiddo",271 in stock,"Charmeleon, Pidgeot, Charmander"
Gogoat,£97.00,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,"Categories: Mount, Pokemon","Tags: gogoat, Mount, Sap Sipper",104 in stock,"Wartortle, Charmander, Caterpie"
Pangoro,£76.00,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.","Categories: Daunting, Pokemon","Tags: Daunting, Iron Fist, pangoro",271 in stock,"Ekans, Butterfree, Pidgey"
Furfrou,£165.00,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.","Categories: Pokemon, Poodle","Tags: Fur Coat, furfrou, Poodle",180 in stock,"Pidgey, Ivysaur, Rattata"
Espurr,£149.00,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.","Categories: Pokemon, Restraint","Tags: espurr, Keen Eye, Restraint",169 in stock,"Fearow, Metapod, Venusaur"
Honedge,£101.00,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.","Categories: Pokemon, Sword","Tags: honedge, No Guard, Sword",101 in stock,"Ekans, Wartortle, Spearow"
Doublade,£164.00,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.","Categories: Pokemon, Sword","Tags: doublade, No Guard, Sword",144 in stock,"Wartortle, Charmander, Metapod"
Spritzee,£58.00,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.","Categories: Perfume, Pokemon","Tags: Healer, Perfume, spritzee",241 in stock,"Pidgeot, Pidgeotto, Spearow"
Aromatisse,£194.00,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.","Categories: Fragrance, Pokemon","Tags: aromatisse, Fragrance, Healer",198 in stock,"Ekans, Rattata, Charmander"
Swirlix,£90.00,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.","Categories: Cotton Candy, Pokemon","Tags: Cotton Candy, Sweet Veil, swirlix",129 in stock,"Metapod, Blastoise, Charizard"
Slurpuff,£66.00,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!","Categories: Meringue, Pokemon","Tags: Meringue, slurpuff, Sweet Veil",262 in stock,"Wartortle, Rattata, Spearow"
Inkay,£38.00,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.","Categories: Pokemon, Revolving","Tags: inkay, Revolving, Suction Cups",167 in stock,"Arbok, Spearow, Pidgeotto"
Malamar,£58.00,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.","Categories: Overturning, Pokemon","Tags: malamar, Overturning, Suction Cups",294 in stock,"Rattata, Wartortle, Spearow"
Binacle,£102.00,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.","Categories: Pokemon, Two-Handed","Tags: binacle, Sniper, Two-Handed",143 in stock,"Kakuna, Charizard, Squirtle"
Barbaracle,£165.00,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.","Categories: Collective, Pokemon","Tags: barbaracle, Collective, Sniper",123 in stock,"Pidgeotto, Ivysaur, Caterpie"
Skrelp,£63.00,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,"Categories: Mock Kelp, Pokemon","Tags: Mock Kelp, Poison Point, skrelp",184 in stock,"Metapod, Beedrill, Fearow"
Dragalge,£151.00,"Tales are told of ships that wander into seas where Dragalge live, never to return.","Categories: Mock Kelp, Pokemon","Tags: dragalge, Mock Kelp, Poison Point",254 in stock,"Squirtle, Charmander, Fearow"
Clauncher,£29.00,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.","Categories: Pokemon, Water Gun","Tags: clauncher, Mega Launcher, Water Gun",152 in stock,"Charmeleon, Beedrill, Pidgeotto"
Clawitzer,£69.00,"By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.","Categories: Howitzer, Pokemon","Tags: clawitzer, Howitzer, Mega Launcher",65 in stock,"Fearow, Pidgeotto, Metapod"
Helioptile,£62.00,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,"Categories: Generator, Pokemon","Tags: Generator, helioptile, Sand Veil",126 in stock,"Fearow, Kakuna, Raticate"
Heliolisk,£83.00,"It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.","Categories: Generator, Pokemon","Tags: Generator, heliolisk, Sand Veil",43 in stock,"Kakuna, Ivysaur, Caterpie"
Tyrunt,£62.00,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,"Categories: Pokemon, Royal Heir","Tags: Royal Heir, Strong Jaw, tyrunt",148 in stock,"Ivysaur, Fearow, Kakuna"
Tyrantrum,£26.00,"Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.","Categories: Despot, Pokemon","Tags: Despot, Strong Jaw, tyrantrum",58 in stock,"Pidgeotto, Butterfree, Raticate"
Amaura,£155.00,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,"Categories: Pokemon, Tundra","Tags: amaura, Refrigerate, Tundra",187 in stock,"Weedle, Rattata, Blastoise"
Aurorus,£189.00,"Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.","Categories: Pokemon, Tundra","Tags: aurorus, Refrigerate, Tundra",243 in stock,"Ivysaur, Raticate, Pidgeotto"
Sylveon,£48.00,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,"Categories: Intertwining, Pokemon","Tags: Cute Charm, Intertwining, sylveon",20 in stock,"Wartortle, Charmeleon, Pidgeotto"
Hawlucha,£44.00,"With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.","Categories: Pokemon, Wrestling","Tags: hawlucha, Limber, Wrestling",30 in stock,"Ekans, Pidgeotto, Metapod"
Dedenne,£118.00,"It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.","Categories: Antenna, Pokemon","Tags: Antenna, dedenne, Pickup",71 in stock,"Beedrill, Kakuna, Charmander"
Carbink,£171.00,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,"Categories: Jewel, Pokemon","Tags: carbink, Clear Body, Jewel",290 in stock,"Caterpie, Pidgeotto, Weedle"
Goomy,£110.00,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,"Categories: Pokemon, Soft Tissue","Tags: goomy, Hydration, Soft Tissue",122 in stock,"Ivysaur, Metapod, Blastoise"
Sliggoo,£109.00,"Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.","Categories: Pokemon, Soft Tissue","Tags: Hydration, sliggoo, Soft Tissue",232 in stock,"Ekans, Pidgey, Spearow"
Goodra,£192.00,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,"Categories: Dragon, Pokemon","Tags: Dragon, goodra, Hydration",185 in stock,"Charizard, Charmander, Caterpie"
Klefki,£179.00,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.","Categories: Key Ring, Pokemon","Tags: Key Ring, klefki, Prankster",30 in stock,"Arbok, Ekans, Ivysaur"
Trevenant,£53.00,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.","Categories: Elder Tree, Pokemon","Tags: Elder Tree, Natural Cure, trevenant",167 in stock,"Charizard, Spearow, Squirtle"
Bergmite,£119.00,"Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.","Categories: Ice Chunk, Pokemon","Tags: bergmite, Ice Chunk, Own Tempo",248 in stock,"Beedrill, Charmander, Metapod"
Avalugg,£71.00,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,"Categories: Iceberg, Pokemon","Tags: avalugg, Iceberg, Own Tempo",156 in stock,"Kakuna, Pidgeotto, Charmander"
Noibat,£126.00,"Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.","Categories: Pokemon, Sound Wave","Tags: Frisk, noibat, Sound Wave",136 in stock,"Venusaur, Weedle, Beedrill"
Noivern,£75.00,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,"Categories: Pokemon, Sound Wave","Tags: Frisk, noivern, Sound Wave",159 in stock,"Butterfree, Squirtle, Fearow"
Xerneas,£30.00,"When the horns on its head shine in seven colors, it is said to be sharing everlasting life.","Categories: Life, Pokemon","Tags: Fairy Aura, Life, xerneas",171 in stock,"Venusaur, Metapod, Butterfree"
Yveltal,£59.00,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.","Categories: Destruction, Pokemon","Tags: Dark Aura, Destruction, yveltal",215 in stock,"Wartortle, Kakuna, Arbok"
Zygarde,£83.00,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,"Categories: Order, Pokemon","Tags: Aura Break, Order, zygarde",80 in stock,"Venusaur, Rattata, Pidgeot"
Diancie,£27.00,It can instantly create many diamonds by compressing the carbon in the air between its hands.,"Categories: Jewel, Pokemon","Tags: Clear Body, diancie, Jewel",231 in stock,"Ivysaur, Spearow, Pidgeotto"
Hoopa,£189.00,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.","Categories: Mischief, Pokemon","Tags: hoopa, Magician, Mischief",45 in stock,"Wartortle, Charmeleon, Squirtle"
Volcanion,£45.00,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,"Categories: Pokemon, Steam","Tags: Steam, volcanion, Water Absorb",238 in stock,"Wartortle, Beedrill, Blastoise"
Dartrix,£169.00,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,"Categories: Blade Quill, Pokemon","Tags: Blade Quill, dartrix, Overgrow",169 in stock,"Caterpie, Charmeleon, Ekans"
Decidueye,£106.00,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.","Categories: Arrow Quill, Pokemon","Tags: Arrow Quill, decidueye, Overgrow",268 in stock,"Ekans, Pidgey, Weedle"
Litten,£132.00,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,"Categories: Fire Cat, Pokemon","Tags: Blaze, Fire Cat, litten",150 in stock,"Metapod, Caterpie, Pidgey"
Torracat,£184.00,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.","Categories: Fire Cat, Pokemon","Tags: Blaze, Fire Cat, torracat",186 in stock,"Metapod, Pidgeotto, Pidgeot"
Incineroar,£36.00,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.","Categories: Heel, Pokemon","Tags: Blaze, Heel, incineroar",201 in stock,"Venusaur, Raticate, Pidgeotto"
Popplio,£158.00,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,"Categories: Pokemon, Sea Lion","Tags: popplio, Sea Lion, Torrent",83 in stock,"Blastoise, Squirtle, Ivysaur"
Brionne,£172.00,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.","Categories: Pokemon, Pop Star","Tags: brionne, Pop Star, Torrent",174 in stock,"Rattata, Beedrill, Pidgeotto"
Primarina,£143.00,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,"Categories: Pokemon, Soloist","Tags: primarina, Soloist, Torrent",36 in stock,"Blastoise, Weedle, Pidgeotto"
Pikipek,£51.00,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.","Categories: Pokemon, Woodpecker","Tags: Keen Eye, pikipek, Woodpecker",246 in stock,"Charizard, Raticate, Spearow"
Trumbeak,£59.00,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.","Categories: Bugle Beak, Pokemon","Tags: Bugle Beak, Keen Eye, trumbeak",30 in stock,"Charmeleon, Charmander, Ekans"
Toucannon,£77.00,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.","Categories: Cannon, Pokemon","Tags: Cannon, Keen Eye, toucannon",176 in stock,"Pidgeot, Pidgeotto, Blastoise"
Yungoos,£159.00,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.","Categories: Loitering, Pokemon","Tags: Loitering, Strong Jaw, yungoos",180 in stock,"Metapod, Charmeleon, Kakuna"
Gumshoos,£123.00,"It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.","Categories: Pokemon, Stakeout","Tags: gumshoos, Stakeout, Strong Jaw",125 in stock,"Beedrill, Charizard, Fearow"
Grubbin,£77.00,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,"Categories: Larva, Pokemon","Tags: grubbin, Larva, Swarm",47 in stock,"Venusaur, Pidgey, Arbok"
